sensor_id,timestamp,waste_type,inductive_property,capacitive_property,moisture_property,infrared_property
4,2023-09-19 19:15:00,non_recyclable,0.95,0.52,0.55,29.51
3,2023-09-19 19:30:00,organic,1.24,0.98,0.4,83.95
1,2023-09-19 19:45:00,organic,1.12,0.42,0.86,28.92
1,2023-09-19 20:00:00,non_recyclable,1.21,0.62,0.8,70.12
3,2023-09-19 20:15:00,organic,1.04,0.89,0.74,67.6
3,2023-09-19 20:30:00,organic,0.96,0.87,0.53,6.33
4,2023-09-19 20:45:00,organic,1.39,1.0,0.5,93.28
1,2023-09-19 21:00:00,recyclable,1.09,0.04,0.47,48.82
4,2023-09-19 21:15:00,recyclable,0.99,0.1,0.17,88.73
2,2023-09-19 21:30:00,recyclable,1.21,0.8,0.49,94.14
2,2023-09-19 21:45:00,organic,0.7,0.46,0.09,93.27
3,2023-09-19 22:00:00,organic,1.06,0.99,0.17,8.86
1,2023-09-19 22:15:00,non_recyclable,1.0,0.64,0.94,94.02
2,2023-09-19 22:30:00,organic,0.94,0.41,0.41,98.54
3,2023-09-19 22:45:00,organic,0.6,0.45,0.21,38.34
2,2023-09-19 23:00:00,organic,0.8,0.54,0.26,96.15
1,2023-09-19 23:15:00,recyclable,1.37,0.66,0.61,16.84
1,2023-09-19 23:30:00,recyclable,1.08,0.79,0.07,97.59
4,2023-09-19 23:45:00,recyclable,1.19,0.33,0.59,68.96
3,2023-09-20 00:00:00,organic,0.76,0.21,0.84,50.41
1,2023-09-20 00:15:00,non_recyclable,1.39,0.29,0.92,28.16
3,2023-09-20 00:30:00,organic,0.71,0.31,0.2,57.93
4,2023-09-20 00:45:00,organic,0.99,0.13,0.04,23.49
1,2023-09-20 01:00:00,organic,1.19,0.92,0.85,99.81
3,2023-09-20 01:15:00,recyclable,1.23,0.85,0.33,6.19
3,2023-09-20 01:30:00,non_recyclable,1.24,0.24,0.25,37.32
4,2023-09-20 01:45:00,recyclable,0.79,0.82,0.07,55.7
1,2023-09-20 02:00:00,recyclable,0.64,0.75,0.82,21.35
3,2023-09-20 02:15:00,recyclable,1.09,0.09,1.0,66.16
3,2023-09-20 02:30:00,organic,0.97,0.44,0.69,10.38
3,2023-09-20 02:45:00,organic,0.93,0.92,0.5,13.22
1,2023-09-20 03:00:00,organic,1.24,0.18,0.24,68.89
3,2023-09-20 03:15:00,recyclable,0.89,0.27,1.0,59.48
4,2023-09-20 03:30:00,recyclable,1.16,0.91,0.51,55.91
3,2023-09-20 03:45:00,recyclable,0.94,0.42,0.47,21.28
1,2023-09-20 04:00:00,non_recyclable,0.9,0.6,0.34,72.98
1,2023-09-20 04:15:00,organic,1.04,0.63,0.24,23.02
3,2023-09-20 04:30:00,organic,0.66,0.67,0.02,76.3
3,2023-09-20 04:45:00,recyclable,0.86,0.43,0.47,99.45
3,2023-09-20 05:00:00,non_recyclable,0.98,0.22,0.65,21.66
1,2023-09-20 05:15:00,organic,0.9,0.22,0.78,2.56
1,2023-09-20 05:30:00,non_recyclable,1.36,0.67,0.92,77.09
1,2023-09-20 05:45:00,organic,1.22,0.21,0.39,37.35
1,2023-09-20 06:00:00,organic,0.75,0.28,0.04,86.47
4,2023-09-20 06:15:00,recyclable,1.32,0.84,0.88,85.67
3,2023-09-20 06:30:00,organic,1.36,0.81,0.16,42.05
3,2023-09-20 06:45:00,recyclable,1.15,0.86,0.04,82.36
2,2023-09-20 07:00:00,organic,1.32,0.82,0.84,22.01
4,2023-09-20 07:15:00,non_recyclable,0.84,0.13,0.62,69.46
2,2023-09-20 07:30:00,non_recyclable,1.16,0.0,0.32,31.66
4,2023-09-20 07:45:00,non_recyclable,1.15,0.25,0.08,91.46
4,2023-09-20 08:00:00,organic,1.24,0.04,0.63,98.25
1,2023-09-20 08:15:00,organic,1.26,0.87,0.43,43.48
4,2023-09-20 08:30:00,non_recyclable,1.07,0.33,0.78,89.0
4,2023-09-20 08:45:00,organic,1.0,0.13,0.55,97.4
1,2023-09-20 09:00:00,non_recyclable,0.69,0.8,0.28,14.57
1,2023-09-20 09:15:00,non_recyclable,1.1,0.8,0.3,53.95
2,2023-09-20 09:30:00,non_recyclable,1.32,0.53,0.99,78.31
1,2023-09-20 09:45:00,organic,0.86,0.13,0.69,62.9
3,2023-09-20 10:00:00,organic,1.21,0.22,0.64,30.76
3,2023-09-20 10:15:00,non_recyclable,0.64,0.73,0.69,56.12
3,2023-09-20 10:30:00,recyclable,1.01,0.59,0.82,72.49
4,2023-09-20 10:45:00,organic,0.78,0.74,0.77,6.51
4,2023-09-20 11:00:00,organic,0.94,0.63,0.03,12.59
3,2023-09-20 11:15:00,recyclable,1.2,0.26,0.98,65.41
1,2023-09-20 11:30:00,organic,0.81,0.95,0.2,72.9
1,2023-09-20 11:45:00,organic,1.25,0.98,0.85,41.67
2,2023-09-20 12:00:00,non_recyclable,1.21,0.68,0.17,34.54
2,2023-09-20 12:15:00,recyclable,0.68,0.87,0.02,70.19
2,2023-09-20 12:30:00,recyclable,1.15,0.73,0.12,26.84
1,2023-09-20 12:45:00,recyclable,0.89,0.31,0.54,54.73
3,2023-09-20 13:00:00,recyclable,1.28,0.83,0.53,70.78
1,2023-09-20 13:15:00,non_recyclable,0.84,0.92,0.54,97.48
4,2023-09-20 13:30:00,recyclable,1.33,0.25,0.29,22.23
1,2023-09-20 13:45:00,organic,1.24,0.2,0.67,85.49
4,2023-09-20 14:00:00,organic,0.68,0.05,0.02,68.72
3,2023-09-20 14:15:00,recyclable,0.97,0.25,0.36,73.23
2,2023-09-20 14:30:00,recyclable,1.11,0.45,0.6,92.11
1,2023-09-20 14:45:00,non_recyclable,0.84,0.87,0.89,32.68
1,2023-09-20 15:00:00,recyclable,0.9,0.76,0.49,46.72
1,2023-09-20 15:15:00,recyclable,1.0,1.0,0.22,41.9
1,2023-09-20 15:30:00,recyclable,0.71,0.61,0.71,98.16
1,2023-09-20 15:45:00,recyclable,1.05,0.0,0.5,22.64
4,2023-09-20 16:00:00,organic,0.92,0.67,0.41,91.05
2,2023-09-20 16:15:00,non_recyclable,0.92,0.91,0.61,83.52
3,2023-09-20 16:30:00,non_recyclable,0.91,0.61,0.56,77.37
1,2023-09-20 16:45:00,organic,0.63,0.8,0.07,64.84
4,2023-09-20 17:00:00,organic,1.23,0.41,0.8,94.1
3,2023-09-20 17:15:00,organic,1.16,0.15,0.76,47.68
2,2023-09-20 17:30:00,organic,0.94,0.24,0.82,89.89
4,2023-09-20 17:45:00,non_recyclable,1.26,0.62,0.86,1.69
4,2023-09-20 18:00:00,recyclable,0.82,0.8,0.52,76.53
4,2023-09-20 18:15:00,non_recyclable,0.61,0.01,0.17,42.78
2,2023-09-20 18:30:00,recyclable,1.31,0.6,0.62,32.46
3,2023-09-20 18:45:00,recyclable,0.85,0.43,0.47,43.39
4,2023-09-20 19:00:00,organic,0.95,0.52,0.8,51.63
2,2023-09-20 19:15:00,organic,0.89,0.14,0.09,54.46
3,2023-09-20 19:30:00,non_recyclable,0.92,0.68,0.17,12.53
3,2023-09-20 19:45:00,recyclable,1.33,0.28,0.39,13.86
1,2023-09-20 20:00:00,non_recyclable,1.14,0.27,0.36,36.46
2,2023-09-20 20:15:00,recyclable,1.37,0.63,0.68,3.5
1,2023-09-20 20:30:00,organic,1.09,0.14,0.62,8.79
3,2023-09-20 20:45:00,organic,0.81,0.94,0.41,49.91
1,2023-09-20 21:00:00,organic,0.72,0.74,0.79,77.62
2,2023-09-20 21:15:00,organic,1.39,0.37,0.16,32.85
4,2023-09-20 21:30:00,organic,1.36,0.44,0.46,5.61
4,2023-09-20 21:45:00,organic,0.91,0.71,0.39,22.65
3,2023-09-20 22:00:00,organic,0.7,0.26,0.29,90.28
2,2023-09-20 22:15:00,recyclable,0.9,0.23,0.44,18.67
1,2023-09-20 22:30:00,recyclable,0.8,0.52,0.97,0.4
2,2023-09-20 22:45:00,non_recyclable,1.35,0.18,0.22,78.31
4,2023-09-20 23:00:00,non_recyclable,1.04,0.5,0.95,78.67
2,2023-09-20 23:15:00,non_recyclable,0.76,0.85,0.26,30.42
1,2023-09-20 23:30:00,non_recyclable,1.26,0.41,0.34,28.65
2,2023-09-20 23:45:00,non_recyclable,1.22,0.35,0.17,68.55
1,2023-09-21 00:00:00,organic,1.01,0.54,0.09,17.21
2,2023-09-21 00:15:00,recyclable,0.99,0.7,0.74,61.94
3,2023-09-21 00:30:00,non_recyclable,0.65,0.53,0.77,47.62
2,2023-09-21 00:45:00,organic,1.03,0.68,0.14,60.81
2,2023-09-21 01:00:00,recyclable,0.86,0.05,0.58,8.72
1,2023-09-21 01:15:00,recyclable,1.35,0.92,0.78,87.25
4,2023-09-21 01:30:00,organic,0.91,0.15,0.51,6.25
1,2023-09-21 01:45:00,non_recyclable,0.98,0.62,0.24,37.74
4,2023-09-21 02:00:00,organic,0.78,0.03,0.66,44.28
3,2023-09-21 02:15:00,recyclable,1.16,0.62,0.95,9.58
1,2023-09-21 02:30:00,non_recyclable,0.79,0.91,0.95,89.68
1,2023-09-21 02:45:00,non_recyclable,0.79,0.38,0.85,7.82
4,2023-09-21 03:00:00,recyclable,0.85,0.14,0.96,6.67
1,2023-09-21 03:15:00,recyclable,1.17,0.6,0.45,69.39
4,2023-09-21 03:30:00,recyclable,0.69,0.36,0.1,98.31
2,2023-09-21 03:45:00,recyclable,0.91,0.87,0.39,37.34
4,2023-09-21 04:00:00,recyclable,1.01,0.46,0.12,90.6
2,2023-09-21 04:15:00,recyclable,0.86,0.84,0.44,41.6
4,2023-09-21 04:30:00,recyclable,0.92,0.67,0.8,68.55
1,2023-09-21 04:45:00,non_recyclable,0.67,0.27,0.79,34.65
2,2023-09-21 05:00:00,non_recyclable,1.34,0.39,0.01,67.38
3,2023-09-21 05:15:00,non_recyclable,0.95,0.64,0.9,35.81
3,2023-09-21 05:30:00,organic,1.19,0.7,0.71,76.75
3,2023-09-21 05:45:00,organic,1.03,0.25,0.17,5.66
3,2023-09-21 06:00:00,non_recyclable,1.04,0.6,0.78,94.53
2,2023-09-21 06:15:00,non_recyclable,0.82,0.77,0.38,9.17
3,2023-09-21 06:30:00,recyclable,1.19,0.15,0.05,27.18
2,2023-09-21 06:45:00,non_recyclable,0.93,0.06,0.86,12.92
4,2023-09-21 07:00:00,recyclable,0.83,0.05,0.79,80.46
4,2023-09-21 07:15:00,non_recyclable,1.08,0.14,0.62,40.81
2,2023-09-21 07:30:00,non_recyclable,0.76,0.63,0.6,71.47
4,2023-09-21 07:45:00,non_recyclable,0.61,0.71,0.47,72.23
4,2023-09-21 08:00:00,recyclable,0.98,0.56,0.96,36.65
4,2023-09-21 08:15:00,recyclable,1.38,0.37,0.37,6.83
1,2023-09-21 08:30:00,recyclable,0.8,0.57,0.66,62.89
2,2023-09-21 08:45:00,recyclable,0.62,0.01,0.04,65.11
3,2023-09-21 09:00:00,recyclable,0.73,0.4,0.34,35.24
4,2023-09-21 09:15:00,organic,0.63,0.54,0.28,27.18
3,2023-09-21 09:30:00,organic,1.17,0.78,0.5,23.25
3,2023-09-21 09:45:00,non_recyclable,1.35,0.32,0.58,58.85
2,2023-09-21 10:00:00,recyclable,1.1,0.07,0.29,56.9
3,2023-09-21 10:15:00,organic,0.96,0.12,0.09,30.17
2,2023-09-21 10:30:00,non_recyclable,0.92,0.57,0.41,17.42
2,2023-09-21 10:45:00,organic,1.39,0.02,0.54,56.58
4,2023-09-21 11:00:00,non_recyclable,1.04,0.39,0.38,7.4
1,2023-09-21 11:15:00,recyclable,0.85,0.27,0.58,58.32
2,2023-09-21 11:30:00,organic,1.14,0.58,0.74,16.25
3,2023-09-21 11:45:00,non_recyclable,1.01,0.56,0.15,71.31
2,2023-09-21 12:00:00,recyclable,0.66,0.49,0.8,87.95
2,2023-09-21 12:15:00,recyclable,1.31,0.51,0.92,50.28
4,2023-09-21 12:30:00,recyclable,1.31,0.51,0.84,88.72
3,2023-09-21 12:45:00,non_recyclable,0.81,0.84,0.85,85.95
3,2023-09-21 13:00:00,organic,1.23,0.28,0.49,23.46
4,2023-09-21 13:15:00,non_recyclable,1.2,0.1,0.46,38.51
2,2023-09-21 13:30:00,organic,1.25,0.99,0.15,20.47
4,2023-09-21 13:45:00,recyclable,1.11,0.14,0.58,96.9
3,2023-09-21 14:00:00,organic,1.02,0.28,0.46,63.01
1,2023-09-21 14:15:00,recyclable,0.95,0.05,0.21,36.12
3,2023-09-21 14:30:00,recyclable,0.64,0.13,0.62,83.54
2,2023-09-21 14:45:00,organic,0.73,0.31,0.64,25.43
4,2023-09-21 15:00:00,recyclable,0.72,0.06,0.5,50.32
4,2023-09-21 15:15:00,organic,1.07,0.4,0.2,11.35
2,2023-09-21 15:30:00,recyclable,0.76,0.76,0.35,80.1
1,2023-09-21 15:45:00,recyclable,0.86,0.89,0.86,15.84
3,2023-09-21 16:00:00,non_recyclable,0.71,0.44,0.48,10.06
4,2023-09-21 16:15:00,organic,0.99,0.58,0.62,28.97
3,2023-09-21 16:30:00,non_recyclable,0.94,0.41,0.95,83.6
2,2023-09-21 16:45:00,non_recyclable,0.63,0.98,0.32,9.82
2,2023-09-21 17:00:00,organic,1.19,0.62,0.32,15.25
2,2023-09-21 17:15:00,organic,1.09,0.14,0.63,74.8
2,2023-09-21 17:30:00,organic,0.85,0.18,0.63,44.87
1,2023-09-21 17:45:00,non_recyclable,1.38,0.5,0.51,3.91
1,2023-09-21 18:00:00,organic,0.89,0.47,0.99,92.05
1,2023-09-21 18:15:00,recyclable,0.67,0.57,0.14,15.13
4,2023-09-21 18:30:00,organic,0.9,0.13,0.09,70.51
4,2023-09-21 18:45:00,recyclable,1.11,0.3,0.66,66.9
4,2023-09-21 19:00:00,recyclable,0.94,0.4,0.29,39.17
1,2023-09-21 19:15:00,organic,0.86,0.78,0.28,18.03
1,2023-09-21 19:30:00,organic,1.24,0.09,0.69,42.84
3,2023-09-21 19:45:00,recyclable,0.88,0.67,0.01,61.32
2,2023-09-21 20:00:00,non_recyclable,0.64,0.72,0.61,57.71
4,2023-09-21 20:15:00,organic,1.03,0.49,0.32,6.68
1,2023-09-21 20:30:00,organic,0.86,0.97,0.43,0.75
3,2023-09-21 20:45:00,non_recyclable,0.81,0.99,0.8,98.65
4,2023-09-21 21:00:00,recyclable,0.96,0.74,0.55,83.61
1,2023-09-21 21:15:00,non_recyclable,0.89,0.18,0.22,95.79
3,2023-09-21 21:30:00,organic,0.73,0.52,0.66,66.61
3,2023-09-21 21:45:00,organic,0.72,0.01,0.76,29.7
4,2023-09-21 22:00:00,recyclable,0.62,0.41,0.49,85.82
3,2023-09-21 22:15:00,non_recyclable,0.79,0.47,0.04,91.46
1,2023-09-21 22:30:00,non_recyclable,0.95,0.15,0.85,9.17
4,2023-09-21 22:45:00,organic,1.35,0.84,0.92,53.58
1,2023-09-21 23:00:00,non_recyclable,1.27,0.5,0.03,70.14
1,2023-09-21 23:15:00,non_recyclable,1.29,0.7,0.17,29.68
1,2023-09-21 23:30:00,recyclable,0.89,0.31,0.33,34.88
2,2023-09-21 23:45:00,recyclable,0.87,0.73,0.52,45.74
1,2023-09-22 00:00:00,organic,0.99,0.46,0.29,36.01
4,2023-09-22 00:15:00,organic,1.1,0.35,0.47,76.97
4,2023-09-22 00:30:00,non_recyclable,0.76,0.97,0.92,90.87
4,2023-09-22 00:45:00,non_recyclable,0.73,0.97,0.7,67.65
2,2023-09-22 01:00:00,recyclable,0.69,0.34,0.26,10.36
3,2023-09-22 01:15:00,recyclable,1.29,0.27,0.7,84.95
2,2023-09-22 01:30:00,organic,0.65,0.49,0.34,23.04
1,2023-09-22 01:45:00,non_recyclable,1.37,0.91,0.47,11.92
4,2023-09-22 02:00:00,non_recyclable,1.34,0.88,0.56,23.64
2,2023-09-22 02:15:00,non_recyclable,0.84,0.67,0.57,44.1
4,2023-09-22 02:30:00,non_recyclable,1.35,0.2,0.94,90.42
2,2023-09-22 02:45:00,non_recyclable,1.04,0.25,0.8,11.88
1,2023-09-22 03:00:00,non_recyclable,0.88,0.86,0.22,18.05
1,2023-09-22 03:15:00,non_recyclable,0.82,0.24,0.2,52.15
1,2023-09-22 03:30:00,organic,0.96,0.78,0.23,5.87
2,2023-09-22 03:45:00,recyclable,0.82,0.32,0.41,25.93
2,2023-09-22 04:00:00,recyclable,0.72,0.81,0.02,73.5
1,2023-09-22 04:15:00,non_recyclable,0.72,0.2,0.5,25.24
2,2023-09-22 04:30:00,recyclable,0.7,0.49,0.23,39.49
1,2023-09-22 04:45:00,recyclable,0.88,0.71,0.44,11.97
1,2023-09-22 05:00:00,recyclable,1.26,0.37,0.38,23.97
4,2023-09-22 05:15:00,non_recyclable,1.28,0.92,0.49,25.33
2,2023-09-22 05:30:00,organic,0.92,0.1,0.7,22.59
3,2023-09-22 05:45:00,organic,0.89,0.35,0.21,63.35
3,2023-09-22 06:00:00,recyclable,1.21,0.07,0.4,83.2
4,2023-09-22 06:15:00,non_recyclable,0.89,0.75,0.12,42.72
3,2023-09-22 06:30:00,organic,1.11,0.22,0.48,74.65
4,2023-09-22 06:45:00,recyclable,1.21,0.96,0.17,10.17
4,2023-09-22 07:00:00,organic,1.13,0.99,0.34,51.56
3,2023-09-22 07:15:00,organic,0.63,0.45,0.58,83.17
1,2023-09-22 07:30:00,organic,1.12,0.06,0.89,66.55
2,2023-09-22 07:45:00,non_recyclable,0.83,0.74,0.02,96.07
3,2023-09-22 08:00:00,non_recyclable,0.72,0.29,0.4,46.8
4,2023-09-22 08:15:00,organic,0.78,0.52,0.3,5.94
3,2023-09-22 08:30:00,organic,0.67,0.75,0.71,31.91
1,2023-09-22 08:45:00,non_recyclable,1.35,0.27,0.55,17.72
3,2023-09-22 09:00:00,recyclable,0.73,0.69,0.61,9.74
2,2023-09-22 09:15:00,recyclable,0.69,0.06,0.19,80.39
3,2023-09-22 09:30:00,non_recyclable,0.73,0.19,0.26,95.7
4,2023-09-22 09:45:00,recyclable,0.68,0.22,0.09,10.92
3,2023-09-22 10:00:00,organic,1.16,0.8,0.89,78.72
1,2023-09-22 10:15:00,non_recyclable,0.69,0.67,0.34,19.48
1,2023-09-22 10:30:00,recyclable,0.7,0.91,0.68,67.2
3,2023-09-22 10:45:00,non_recyclable,1.17,0.29,0.5,51.41
4,2023-09-22 11:00:00,recyclable,0.62,0.83,1.0,64.81
1,2023-09-22 11:15:00,non_recyclable,0.67,0.47,0.76,36.73
2,2023-09-22 11:30:00,organic,0.73,0.09,0.98,77.74
3,2023-09-22 11:45:00,recyclable,1.32,0.33,0.84,81.26
2,2023-09-22 12:00:00,recyclable,1.25,0.98,0.67,43.19
4,2023-09-22 12:15:00,organic,1.1,0.47,0.82,63.4
4,2023-09-22 12:30:00,non_recyclable,0.71,0.07,0.05,15.39
1,2023-09-22 12:45:00,recyclable,0.88,0.95,0.58,11.81
2,2023-09-22 13:00:00,recyclable,0.77,0.8,0.85,71.83
2,2023-09-22 13:15:00,recyclable,1.22,0.97,0.28,64.73
3,2023-09-22 13:30:00,organic,1.11,0.84,0.56,70.02
2,2023-09-22 13:45:00,recyclable,0.98,0.52,0.39,28.58
4,2023-09-22 14:00:00,recyclable,1.21,0.87,0.65,95.57
4,2023-09-22 14:15:00,organic,0.91,0.39,0.55,36.16
1,2023-09-22 14:30:00,non_recyclable,1.16,0.81,0.61,81.58
3,2023-09-22 14:45:00,recyclable,1.12,0.17,0.9,96.12
3,2023-09-22 15:00:00,recyclable,1.09,0.11,0.33,72.9
2,2023-09-22 15:15:00,recyclable,1.1,0.39,0.67,18.82
2,2023-09-22 15:30:00,organic,0.99,0.85,0.07,11.32
3,2023-09-22 15:45:00,non_recyclable,1.31,0.65,0.93,7.08
4,2023-09-22 16:00:00,non_recyclable,1.07,0.84,0.66,52.36
2,2023-09-22 16:15:00,organic,1.23,0.9,0.62,9.6
4,2023-09-22 16:30:00,recyclable,0.76,0.95,0.78,93.68
2,2023-09-22 16:45:00,recyclable,0.98,0.04,0.58,92.31
4,2023-09-22 17:00:00,recyclable,0.89,0.64,0.32,50.76
2,2023-09-22 17:15:00,organic,0.85,0.64,0.11,22.73
4,2023-09-22 17:30:00,recyclable,0.64,0.71,0.04,75.6
3,2023-09-22 17:45:00,non_recyclable,1.3,0.27,0.21,25.21
2,2023-09-22 18:00:00,non_recyclable,0.62,0.6,0.0,53.22
4,2023-09-22 18:15:00,organic,0.61,0.38,0.76,39.72
2,2023-09-22 18:30:00,organic,0.63,0.81,1.0,53.76
4,2023-09-22 18:45:00,organic,0.88,0.35,0.37,26.12
2,2023-09-22 19:00:00,recyclable,0.78,0.15,0.77,71.83
2,2023-09-22 19:15:00,recyclable,0.79,0.19,0.23,42.77
3,2023-09-22 19:30:00,organic,0.83,0.43,0.57,25.22
4,2023-09-22 19:45:00,recyclable,1.24,0.34,0.62,44.0
2,2023-09-22 20:00:00,non_recyclable,0.77,0.21,0.75,30.58
1,2023-09-22 20:15:00,non_recyclable,0.84,0.02,0.87,81.85
3,2023-09-22 20:30:00,organic,1.07,0.6,0.23,94.88
4,2023-09-22 20:45:00,non_recyclable,0.99,0.4,0.57,89.47
3,2023-09-22 21:00:00,recyclable,1.36,0.28,0.12,61.59
4,2023-09-22 21:15:00,non_recyclable,0.95,0.02,0.32,57.73
1,2023-09-22 21:30:00,organic,0.61,0.06,0.24,85.14
1,2023-09-22 21:45:00,organic,1.28,0.2,0.58,53.46
4,2023-09-22 22:00:00,organic,1.39,0.02,0.92,60.07
3,2023-09-22 22:15:00,recyclable,0.89,0.39,0.34,38.49
4,2023-09-22 22:30:00,recyclable,0.73,0.58,0.45,1.88
1,2023-09-22 22:45:00,organic,1.17,0.83,0.02,90.35
1,2023-09-22 23:00:00,organic,0.89,0.4,0.3,85.98
2,2023-09-22 23:15:00,organic,0.84,0.13,0.24,21.89
2,2023-09-22 23:30:00,non_recyclable,1.36,0.35,0.46,43.44
3,2023-09-22 23:45:00,organic,0.81,0.92,0.54,45.57
4,2023-09-23 00:00:00,organic,1.35,0.94,0.32,68.03
4,2023-09-23 00:15:00,organic,0.66,0.39,0.44,99.81
4,2023-09-23 00:30:00,organic,0.71,0.2,0.63,75.91
4,2023-09-23 00:45:00,non_recyclable,0.65,0.82,0.26,50.65
3,2023-09-23 01:00:00,organic,1.34,0.78,0.8,55.06
4,2023-09-23 01:15:00,non_recyclable,0.95,0.11,0.23,83.4
2,2023-09-23 01:30:00,organic,1.36,0.66,0.69,45.19
4,2023-09-23 01:45:00,organic,1.36,0.24,0.12,35.41
1,2023-09-23 02:00:00,recyclable,1.38,0.61,0.85,39.51
2,2023-09-23 02:15:00,recyclable,1.06,0.49,0.8,75.08
3,2023-09-23 02:30:00,recyclable,1.15,0.72,0.79,67.35
4,2023-09-23 02:45:00,recyclable,1.2,0.79,0.28,13.26
2,2023-09-23 03:00:00,non_recyclable,1.14,0.81,0.37,44.07
2,2023-09-23 03:15:00,non_recyclable,0.84,0.14,0.59,90.5
4,2023-09-23 03:30:00,non_recyclable,0.77,0.96,0.77,37.66
1,2023-09-23 03:45:00,non_recyclable,0.88,0.14,0.41,87.36
3,2023-09-23 04:00:00,recyclable,1.27,0.93,0.25,66.12
3,2023-09-23 04:15:00,recyclable,0.91,0.9,0.57,26.26
2,2023-09-23 04:30:00,non_recyclable,1.32,0.74,0.84,1.8
1,2023-09-23 04:45:00,recyclable,1.01,0.61,0.44,72.81
2,2023-09-23 05:00:00,non_recyclable,1.28,0.77,0.54,44.47
4,2023-09-23 05:15:00,organic,1.13,0.05,0.39,77.61
1,2023-09-23 05:30:00,recyclable,1.38,0.94,0.51,98.73
1,2023-09-23 05:45:00,organic,1.39,0.7,0.5,71.39
1,2023-09-23 06:00:00,non_recyclable,0.64,0.56,0.86,94.03
2,2023-09-23 06:15:00,recyclable,1.09,0.54,0.97,26.93
4,2023-09-23 06:30:00,organic,1.34,0.98,0.21,99.08
4,2023-09-23 06:45:00,organic,1.3,0.81,0.75,77.73
2,2023-09-23 07:00:00,organic,0.69,0.44,0.02,45.86
2,2023-09-23 07:15:00,organic,1.23,0.15,0.1,11.87
1,2023-09-23 07:30:00,recyclable,0.61,0.33,0.83,66.41
4,2023-09-23 07:45:00,recyclable,1.06,0.1,0.16,37.66
2,2023-09-23 08:00:00,organic,0.99,0.69,0.69,39.18
3,2023-09-23 08:15:00,organic,0.73,0.51,0.65,7.48
4,2023-09-23 08:30:00,non_recyclable,0.69,0.64,0.13,33.08
2,2023-09-23 08:45:00,recyclable,1.4,0.05,0.01,44.01
2,2023-09-23 09:00:00,non_recyclable,0.89,0.73,0.09,28.97
2,2023-09-23 09:15:00,non_recyclable,0.75,0.43,0.83,26.65
1,2023-09-23 09:30:00,recyclable,0.79,0.46,0.39,81.49
2,2023-09-23 09:45:00,non_recyclable,0.69,0.08,0.07,2.23
4,2023-09-23 10:00:00,recyclable,0.7,0.24,0.03,56.7
1,2023-09-23 10:15:00,organic,0.97,0.72,0.71,79.39
3,2023-09-23 10:30:00,organic,0.8,0.74,0.54,33.27
3,2023-09-23 10:45:00,organic,1.3,0.71,0.35,76.47
4,2023-09-23 11:00:00,organic,0.98,0.5,0.21,51.91
1,2023-09-23 11:15:00,non_recyclable,0.74,0.36,0.54,0.47
4,2023-09-23 11:30:00,recyclable,0.86,0.71,0.37,59.94
4,2023-09-23 11:45:00,non_recyclable,1.36,0.22,0.46,34.5
1,2023-09-23 12:00:00,recyclable,1.23,0.91,0.17,64.65
2,2023-09-23 12:15:00,organic,0.64,0.16,0.69,46.22
4,2023-09-23 12:30:00,organic,1.32,0.41,0.45,6.12
1,2023-09-23 12:45:00,non_recyclable,1.27,0.82,0.21,0.24
1,2023-09-23 13:00:00,non_recyclable,0.78,0.13,0.02,11.66
3,2023-09-23 13:15:00,non_recyclable,0.81,0.94,0.97,5.15
2,2023-09-23 13:30:00,recyclable,0.7,0.11,0.42,88.04
1,2023-09-23 13:45:00,non_recyclable,1.39,0.32,0.35,93.88
1,2023-09-23 14:00:00,non_recyclable,0.69,0.36,0.27,12.08
1,2023-09-23 14:15:00,recyclable,1.02,0.09,0.3,84.69
2,2023-09-23 14:30:00,recyclable,1.28,0.13,0.93,92.51
1,2023-09-23 14:45:00,recyclable,0.88,0.54,0.81,7.14
4,2023-09-23 15:00:00,recyclable,0.9,0.93,0.37,96.07
3,2023-09-23 15:15:00,recyclable,0.82,0.62,0.63,26.39
1,2023-09-23 15:30:00,organic,1.26,0.76,0.04,69.27
3,2023-09-23 15:45:00,non_recyclable,0.98,0.72,0.3,78.36
4,2023-09-23 16:00:00,recyclable,1.06,0.29,0.66,97.2
1,2023-09-23 16:15:00,non_recyclable,0.68,0.63,0.46,28.43
3,2023-09-23 16:30:00,recyclable,1.17,0.54,0.4,7.12
1,2023-09-23 16:45:00,organic,0.7,0.33,0.5,56.72
4,2023-09-23 17:00:00,non_recyclable,0.61,0.42,0.8,3.68
3,2023-09-23 17:15:00,recyclable,1.11,0.69,0.07,5.02
2,2023-09-23 17:30:00,recyclable,0.71,0.51,0.75,16.02
1,2023-09-23 17:45:00,organic,1.05,0.68,0.28,39.1
4,2023-09-23 18:00:00,non_recyclable,1.26,0.08,0.07,54.13
2,2023-09-23 18:15:00,organic,0.96,0.96,0.92,92.19
2,2023-09-23 18:30:00,organic,1.36,0.69,0.8,63.37
3,2023-09-23 18:45:00,organic,0.61,0.63,0.24,39.77
3,2023-09-23 19:00:00,organic,0.6,0.8,0.03,67.97
1,2023-09-23 19:15:00,organic,1.12,0.57,0.87,61.39
4,2023-09-23 19:30:00,non_recyclable,0.83,0.06,0.68,4.43
3,2023-09-23 19:45:00,organic,0.88,0.07,0.6,81.1
2,2023-09-23 20:00:00,organic,0.66,0.83,0.61,5.99
4,2023-09-23 20:15:00,non_recyclable,1.3,0.25,0.98,40.72
